date,store_id,product_id,sales,is_holiday
2021-01-01,1,1,51,0
2021-01-01,1,2,19,0
2021-01-01,1,3,69,0
2021-01-01,1,4,54,0
2021-01-01,1,5,28,0
2021-01-01,1,6,76,0
2021-01-01,1,7,64,0
2021-01-01,1,8,78,0
2021-01-01,1,9,75,0
2021-01-01,1,10,72,0
2021-01-01,2,1,38,0
2021-01-01,2,2,14,0
2021-01-01,2,3,45,0
2021-01-01,2,4,43,0
2021-01-01,2,5,19,0
2021-01-01,2,6,66,0
2021-01-01,2,7,56,0
2021-01-01,2,8,60,0
2021-01-01,2,9,55,0
2021-01-01,2,10,73,0
2021-01-01,3,1,60,0
2021-01-01,3,2,30,0
2021-01-01,3,3,93,0
2021-01-01,3,4,78,0
2021-01-01,3,5,38,0
2021-01-01,3,6,113,0
2021-01-01,3,7,118,0
2021-01-01,3,8,99,0
2021-01-01,3,9,94,0
2021-01-01,3,10,103,0
2021-01-01,4,1,29,0
2021-01-01,4,2,14,0
2021-01-01,4,3,41,0
2021-01-01,4,4,42,0
2021-01-01,4,5,16,0
2021-01-01,4,6,53,0
2021-01-01,4,7,53,0
2021-01-01,4,8,51,0
2021-01-01,4,9,48,0
2021-01-01,4,10,48,0
2021-01-01,5,1,76,0
2021-01-01,5,2,31,0
2021-01-01,5,3,84,0
2021-01-01,5,4,93,0
2021-01-01,5,5,35,0
2021-01-01,5,6,97,0
2021-01-01,5,7,113,0
2021-01-01,5,8,94,0
2021-01-01,5,9,89,0
2021-01-01,5,10,106,0
2021-01-02,1,1,79,0
2021-01-02,1,2,26,0
2021-01-02,1,3,84,0
2021-01-02,1,4,72,0
2021-01-02,1,5,32,0
2021-01-02,1,6,99,0
2021-01-02,1,7,96,0
2021-01-02,1,8,95,0
2021-01-02,1,9,90,0
2021-01-02,1,10,109,0
2021-01-02,2,1,58,0
2021-01-02,2,2,22,0
2021-01-02,2,3,82,0
2021-01-02,2,4,66,0
2021-01-02,2,5,27,0
2021-01-02,2,6,72,0
2021-01-02,2,7,90,0
2021-01-02,2,8,67,0
2021-01-02,2,9,84,0
2021-01-02,2,10,82,0
2021-01-02,3,1,98,0
2021-01-02,3,2,32,0
2021-01-02,3,3,126,0
2021-01-02,3,4,79,0
2021-01-02,3,5,41,0
2021-01-02,3,6,147,0
2021-01-02,3,7,135,0
2021-01-02,3,8,119,0
2021-01-02,3,9,126,0
2021-01-02,3,10,152,0
2021-01-02,4,1,48,0
2021-01-02,4,2,16,0
2021-01-02,4,3,64,0
2021-01-02,4,4,49,0
2021-01-02,4,5,23,0
2021-01-02,4,6,74,0
2021-01-02,4,7,63,0
2021-01-02,4,8,54,0
2021-01-02,4,9,61,0
2021-01-02,4,10,67,0
2021-01-02,5,1,105,0
2021-01-02,5,2,42,0
2021-01-02,5,3,158,0
2021-01-02,5,4,113,0
2021-01-02,5,5,48,0
2021-01-02,5,6,152,0
2021-01-02,5,7,172,0
2021-01-02,5,8,116,0
2021-01-02,5,9,133,0
2021-01-02,5,10,130,0
2021-01-03,1,1,54,0
2021-01-03,1,2,25,0
2021-01-03,1,3,87,0
2021-01-03,1,4,78,0
2021-01-03,1,5,29,0
2021-01-03,1,6,94,0
2021-01-03,1,7,90,0
2021-01-03,1,8,76,0
2021-01-03,1,9,81,0
2021-01-03,1,10,120,0
2021-01-03,2,1,55,0
2021-01-03,2,2,19,0
2021-01-03,2,3,55,0
2021-01-03,2,4,61,0
2021-01-03,2,5,0,0
2021-01-03,2,6,78,0
2021-01-03,2,7,76,0
2021-01-03,2,8,69,0
2021-01-03,2,9,59,0
2021-01-03,2,10,97,0
2021-01-03,3,1,93,0
2021-01-03,3,2,36,0
2021-01-03,3,3,125,0
2021-01-03,3,4,85,0
2021-01-03,3,5,50,0
2021-01-03,3,6,136,0
2021-01-03,3,7,133,0
2021-01-03,3,8,131,0
2021-01-03,3,9,109,0
2021-01-03,3,10,116,0
2021-01-03,4,1,52,0
2021-01-03,4,2,16,0
2021-01-03,4,3,50,0
2021-01-03,4,4,49,0
2021-01-03,4,5,22,0
2021-01-03,4,6,70,0
2021-01-03,4,7,81,0
2021-01-03,4,8,58,0
2021-01-03,4,9,57,0
2021-01-03,4,10,68,0
2021-01-03,5,1,92,0
2021-01-03,5,2,42,0
2021-01-03,5,3,125,0
2021-01-03,5,4,117,0
2021-01-03,5,5,63,0
2021-01-03,5,6,147,0
2021-01-03,5,7,158,0
2021-01-03,5,8,146,0
2021-01-03,5,9,120,0
2021-01-03,5,10,157,0
2021-01-04,1,1,57,0
2021-01-04,1,2,21,0
2021-01-04,1,3,62,0
2021-01-04,1,4,54,0
2021-01-04,1,5,21,0
2021-01-04,1,6,85,0
2021-01-04,1,7,71,0
2021-01-04,1,8,79,0
2021-01-04,1,9,63,0
2021-01-04,1,10,92,0
2021-01-04,2,1,41,0
2021-01-04,2,2,15,0
2021-01-04,2,3,62,0
2021-01-04,2,4,53,0
2021-01-04,2,5,20,0
2021-01-04,2,6,50,0
2021-01-04,2,7,66,0
2021-01-04,2,8,48,0
2021-01-04,2,9,57,0
2021-01-04,2,10,48,0
2021-01-04,3,1,66,0
2021-01-04,3,2,27,0
2021-01-04,3,3,89,0
2021-01-04,3,4,88,0
2021-01-04,3,5,30,0
2021-01-04,3,6,70,0
2021-01-04,3,7,123,0
2021-01-04,3,8,117,0
2021-01-04,3,9,93,0
2021-01-04,3,10,114,0
2021-01-04,4,1,35,0
2021-01-04,4,2,16,0
2021-01-04,4,3,49,0
2021-01-04,4,4,41,0
2021-01-04,4,5,14,0
2021-01-04,4,6,49,0
2021-01-04,4,7,54,0
2021-01-04,4,8,41,0
2021-01-04,4,9,48,0
2021-01-04,4,10,53,0
2021-01-04,5,1,73,0
2021-01-04,5,2,35,0
2021-01-04,5,3,91,0
2021-01-04,5,4,76,0
2021-01-04,5,5,42,0
2021-01-04,5,6,91,0
2021-01-04,5,7,124,0
2021-01-04,5,8,110,0
2021-01-04,5,9,97,0
2021-01-04,5,10,89,0
2021-01-05,1,1,58,0
2021-01-05,1,2,19,0
2021-01-05,1,3,66,0
2021-01-05,1,4,58,0
2021-01-05,1,5,27,0
2021-01-05,1,6,69,0
2021-01-05,1,7,74,0
2021-01-05,1,8,63,0
2021-01-05,1,9,80,0
2021-01-05,1,10,75,0
2021-01-05,2,1,39,0
2021-01-05,2,2,15,0
2021-01-05,2,3,54,0
2021-01-05,2,4,40,0
2021-01-05,2,5,18,0
2021-01-05,2,6,51,0
2021-01-05,2,7,72,0
2021-01-05,2,8,46,0
2021-01-05,2,9,63,0
2021-01-05,2,10,52,0
2021-01-05,3,1,71,0
2021-01-05,3,2,30,0
2021-01-05,3,3,92,0
2021-01-05,3,4,93,0
2021-01-05,3,5,32,0
2021-01-05,3,6,121,0
2021-01-05,3,7,113,0
2021-01-05,3,8,92,0
2021-01-05,3,9,98,0
2021-01-05,3,10,121,0
2021-01-05,4,1,29,0
2021-01-05,4,2,13,0
2021-01-05,4,3,41,0
2021-01-05,4,4,36,0
2021-01-05,4,5,17,0
2021-01-05,4,6,49,0
2021-01-05,4,7,58,0
2021-01-05,4,8,44,0
2021-01-05,4,9,49,0
2021-01-05,4,10,61,0
2021-01-05,5,1,79,0
2021-01-05,5,2,33,0
2021-01-05,5,3,101,0
2021-01-05,5,4,86,0
2021-01-05,5,5,33,0
2021-01-05,5,6,114,0
2021-01-05,5,7,127,0
2021-01-05,5,8,102,0
2021-01-05,5,9,113,0
2021-01-05,5,10,126,0
2021-01-06,1,1,52,0
2021-01-06,1,2,19,0
2021-01-06,1,3,55,0
2021-01-06,1,4,64,0
2021-01-06,1,5,21,0
2021-01-06,1,6,88,0
2021-01-06,1,7,74,0
2021-01-06,1,8,82,0
2021-01-06,1,9,71,0
2021-01-06,1,10,84,0
2021-01-06,2,1,34,0
2021-01-06,2,2,13,0
2021-01-06,2,3,41,0
2021-01-06,2,4,47,0
2021-01-06,2,5,17,0
2021-01-06,2,6,52,0
2021-01-06,2,7,62,0
2021-01-06,2,8,65,0
2021-01-06,2,9,55,0
2021-01-06,2,10,58,0
2021-01-06,3,1,70,0
2021-01-06,3,2,28,0
2021-01-06,3,3,91,0
2021-01-06,3,4,82,0
2021-01-06,3,5,38,0
2021-01-06,3,6,111,0
2021-01-06,3,7,107,0
2021-01-06,3,8,105,0
2021-01-06,3,9,89,0
2021-01-06,3,10,118,0
2021-01-06,4,1,34,0
2021-01-06,4,2,12,0
2021-01-06,4,3,35,0
2021-01-06,4,4,37,0
2021-01-06,4,5,19,0
2021-01-06,4,6,54,0
2021-01-06,4,7,43,0
2021-01-06,4,8,52,0
2021-01-06,4,9,40,0
2021-01-06,4,10,57,0
2021-01-06,5,1,70,0
2021-01-06,5,2,26,0
2021-01-06,5,3,101,0
2021-01-06,5,4,0,0
2021-01-06,5,5,37,0
2021-01-06,5,6,117,0
2021-01-06,5,7,121,0
2021-01-06,5,8,121,0
2021-01-06,5,9,93,0
2021-01-06,5,10,126,0
2021-01-07,1,1,56,0
2021-01-07,1,2,22,0
2021-01-07,1,3,66,0
2021-01-07,1,4,61,0
2021-01-07,1,5,30,0
2021-01-07,1,6,62,0
2021-01-07,1,7,75,0
2021-01-07,1,8,0,0
2021-01-07,1,9,70,0
2021-01-07,1,10,73,0
2021-01-07,2,1,37,0
2021-01-07,2,2,18,0
2021-01-07,2,3,49,0
2021-01-07,2,4,39,0
2021-01-07,2,5,20,0
2021-01-07,2,6,63,0
2021-01-07,2,7,58,0
2021-01-07,2,8,50,0
2021-01-07,2,9,58,0
2021-01-07,2,10,52,0
2021-01-07,3,1,74,0
2021-01-07,3,2,28,0
2021-01-07,3,3,112,0
2021-01-07,3,4,68,0
2021-01-07,3,5,32,0
2021-01-07,3,6,106,0
2021-01-07,3,7,90,0
2021-01-07,3,8,89,0
2021-01-07,3,9,113,0
2021-01-07,3,10,111,0
2021-01-07,4,1,37,0
2021-01-07,4,2,15,0
2021-01-07,4,3,48,0
2021-01-07,4,4,35,0
2021-01-07,4,5,17,0
2021-01-07,4,6,46,0
2021-01-07,4,7,54,0
2021-01-07,4,8,58,0
2021-01-07,4,9,53,0
2021-01-07,4,10,51,0
2021-01-07,5,1,87,0
2021-01-07,5,2,31,0
2021-01-07,5,3,98,0
2021-01-07,5,4,88,0
2021-01-07,5,5,40,0
2021-01-07,5,6,96,0
2021-01-07,5,7,114,0
2021-01-07,5,8,98,0
2021-01-07,5,9,115,0
2021-01-07,5,10,127,0
2021-01-08,1,1,49,0
2021-01-08,1,2,19,0
2021-01-08,1,3,64,0
2021-01-08,1,4,64,0
2021-01-08,1,5,21,0
2021-01-08,1,6,88,0
2021-01-08,1,7,84,0
2021-01-08,1,8,79,0
2021-01-08,1,9,59,0
2021-01-08,1,10,58,0
2021-01-08,2,1,41,0
2021-01-08,2,2,13,0
2021-01-08,2,3,57,0
2021-01-08,2,4,42,0
2021-01-08,2,5,19,0
2021-01-08,2,6,50,0
2021-01-08,2,7,69,0
2021-01-08,2,8,55,0
2021-01-08,2,9,48,0
2021-01-08,2,10,55,0
2021-01-08,3,1,66,0
2021-01-08,3,2,31,0
2021-01-08,3,3,103,0
2021-01-08,3,4,77,0
2021-01-08,3,5,35,0
2021-01-08,3,6,125,0
2021-01-08,3,7,128,0
2021-01-08,3,8,97,0
2021-01-08,3,9,98,0
2021-01-08,3,10,110,0
2021-01-08,4,1,39,0
2021-01-08,4,2,14,0
2021-01-08,4,3,44,0
2021-01-08,4,4,43,0
2021-01-08,4,5,17,0
2021-01-08,4,6,44,0
2021-01-08,4,7,59,0
2021-01-08,4,8,48,0
2021-01-08,4,9,53,0
2021-01-08,4,10,56,0
2021-01-08,5,1,72,0
2021-01-08,5,2,26,0
2021-01-08,5,3,112,0
2021-01-08,5,4,92,0
2021-01-08,5,5,38,0
2021-01-08,5,6,122,0
2021-01-08,5,7,100,0
2021-01-08,5,8,114,0
2021-01-08,5,9,115,0
2021-01-08,5,10,111,0
2021-01-09,1,1,64,0
2021-01-09,1,2,27,0
2021-01-09,1,3,76,0
2021-01-09,1,4,75,0
2021-01-09,1,5,35,0
2021-01-09,1,6,110,0
2021-01-09,1,7,94,0
2021-01-09,1,8,108,0
2021-01-09,1,9,101,0
2021-01-09,1,10,117,0
2021-01-09,2,1,51,0
2021-01-09,2,2,23,0
2021-01-09,2,3,80,0
2021-01-09,2,4,58,0
2021-01-09,2,5,23,0
2021-01-09,2,6,70,0
2021-01-09,2,7,79,0
2021-01-09,2,8,86,0
2021-01-09,2,9,80,0
2021-01-09,2,10,77,0
2021-01-09,3,1,93,0
2021-01-09,3,2,35,0
2021-01-09,3,3,131,0
2021-01-09,3,4,103,0
2021-01-09,3,5,44,0
2021-01-09,3,6,145,0
2021-01-09,3,7,118,0
2021-01-09,3,8,124,0
2021-01-09,3,9,129,0
2021-01-09,3,10,149,0
2021-01-09,4,1,42,0
2021-01-09,4,2,21,0
2021-01-09,4,3,68,0
2021-01-09,4,4,47,0
2021-01-09,4,5,24,0
2021-01-09,4,6,63,0
2021-01-09,4,7,71,0
2021-01-09,4,8,73,0
2021-01-09,4,9,65,0
2021-01-09,4,10,79,0
2021-01-09,5,1,97,0
2021-01-09,5,2,38,0
2021-01-09,5,3,125,0
2021-01-09,5,4,113,0
2021-01-09,5,5,42,0
2021-01-09,5,6,184,0
2021-01-09,5,7,140,0
2021-01-09,5,8,142,0
2021-01-09,5,9,142,0
2021-01-09,5,10,166,0
2021-01-10,1,1,81,0
2021-01-10,1,2,27,0
2021-01-10,1,3,80,0
2021-01-10,1,4,97,0
2021-01-10,1,5,26,0
2021-01-10,1,6,87,0
2021-01-10,1,7,125,0
2021-01-10,1,8,95,0
2021-01-10,1,9,100,0
2021-01-10,1,10,103,0
2021-01-10,2,1,49,0
2021-01-10,2,2,18,0
2021-01-10,2,3,85,0
2021-01-10,2,4,55,0
2021-01-10,2,5,24,0
2021-01-10,2,6,72,0
2021-01-10,2,7,80,0
2021-01-10,2,8,69,0
2021-01-10,2,9,75,0
2021-01-10,2,10,94,0
2021-01-10,3,1,83,0
2021-01-10,3,2,35,0
2021-01-10,3,3,128,0
2021-01-10,3,4,89,0
2021-01-10,3,5,49,0
2021-01-10,3,6,141,0
2021-01-10,3,7,141,0
2021-01-10,3,8,117,0
2021-01-10,3,9,124,0
2021-01-10,3,10,138,0
2021-01-10,4,1,46,0
2021-01-10,4,2,18,0
2021-01-10,4,3,73,0
2021-01-10,4,4,53,0
2021-01-10,4,5,18,0
2021-01-10,4,6,88,0
2021-01-10,4,7,85,0
2021-01-10,4,8,57,0
2021-01-10,4,9,47,0
2021-01-10,4,10,64,0
2021-01-10,5,1,96,0
2021-01-10,5,2,37,0
2021-01-10,5,3,0,0
2021-01-10,5,4,102,0
2021-01-10,5,5,48,0
2021-01-10,5,6,137,0
2021-01-10,5,7,166,0
2021-01-10,5,8,134,0
2021-01-10,5,9,148,0
2021-01-10,5,10,156,0
2021-01-11,1,1,49,0
2021-01-11,1,2,21,0
2021-01-11,1,3,60,0
2021-01-11,1,4,54,0
2021-01-11,1,5,23,0
2021-01-11,1,6,81,0
2021-01-11,1,7,0,0
2021-01-11,1,8,69,0
2021-01-11,1,9,0,0
2021-01-11,1,10,80,0
2021-01-11,2,1,36,0
2021-01-11,2,2,17,0
2021-01-11,2,3,55,0
2021-01-11,2,4,36,0
2021-01-11,2,5,19,0
2021-01-11,2,6,55,0
2021-01-11,2,7,60,0
2021-01-11,2,8,60,0
2021-01-11,2,9,51,0
2021-01-11,2,10,65,0
2021-01-11,3,1,74,0
2021-01-11,3,2,26,0
2021-01-11,3,3,88,0
2021-01-11,3,4,96,0
2021-01-11,3,5,32,0
2021-01-11,3,6,104,0
2021-01-11,3,7,0,0
2021-01-11,3,8,104,0
2021-01-11,3,9,103,0
2021-01-11,3,10,111,0
2021-01-11,4,1,38,0
2021-01-11,4,2,13,0
2021-01-11,4,3,42,0
2021-01-11,4,4,42,0
2021-01-11,4,5,17,0
2021-01-11,4,6,52,0
2021-01-11,4,7,52,0
2021-01-11,4,8,54,0
2021-01-11,4,9,51,0
2021-01-11,4,10,59,0
2021-01-11,5,1,78,0
2021-01-11,5,2,34,0
2021-01-11,5,3,95,0
2021-01-11,5,4,81,0
2021-01-11,5,5,43,0
2021-01-11,5,6,85,0
2021-01-11,5,7,123,0
2021-01-11,5,8,100,0
2021-01-11,5,9,119,0
2021-01-11,5,10,136,0
2021-01-12,1,1,48,0
2021-01-12,1,2,19,0
2021-01-12,1,3,58,0
2021-01-12,1,4,70,0
2021-01-12,1,5,30,0
2021-01-12,1,6,74,0
2021-01-12,1,7,87,0
2021-01-12,1,8,79,0
2021-01-12,1,9,72,0
2021-01-12,1,10,85,0
2021-01-12,2,1,40,0
2021-01-12,2,2,14,0
2021-01-12,2,3,49,0
2021-01-12,2,4,40,0
2021-01-12,2,5,19,0
2021-01-12,2,6,55,0
2021-01-12,2,7,59,0
2021-01-12,2,8,60,0
2021-01-12,2,9,57,0
2021-01-12,2,10,56,0
2021-01-12,3,1,73,0
2021-01-12,3,2,28,0
2021-01-12,3,3,109,0
2021-01-12,3,4,92,0
2021-01-12,3,5,39,0
2021-01-12,3,6,112,0
2021-01-12,3,7,118,0
2021-01-12,3,8,116,0
2021-01-12,3,9,91,0
2021-01-12,3,10,111,0
2021-01-12,4,1,36,0
2021-01-12,4,2,15,0
2021-01-12,4,3,38,0
2021-01-12,4,4,43,0
2021-01-12,4,5,16,0
2021-01-12,4,6,57,0
2021-01-12,4,7,56,0
2021-01-12,4,8,37,0
2021-01-12,4,9,40,0
2021-01-12,4,10,51,0
2021-01-12,5,1,72,0
2021-01-12,5,2,30,0
2021-01-12,5,3,103,0
2021-01-12,5,4,94,0
2021-01-12,5,5,48,0
2021-01-12,5,6,116,0
2021-01-12,5,7,116,0
2021-01-12,5,8,99,0
2021-01-12,5,9,109,0
2021-01-12,5,10,132,0
2021-01-13,1,1,44,0
2021-01-13,1,2,17,0
2021-01-13,1,3,73,0
2021-01-13,1,4,54,0
2021-01-13,1,5,22,0
2021-01-13,1,6,88,0
2021-01-13,1,7,79,0
2021-01-13,1,8,65,0
2021-01-13,1,9,81,0
2021-01-13,1,10,95,0
2021-01-13,2,1,34,0
2021-01-13,2,2,17,0
2021-01-13,2,3,52,0
2021-01-13,2,4,45,0
2021-01-13,2,5,18,0
2021-01-13,2,6,55,0
2021-01-13,2,7,58,0
2021-01-13,2,8,43,0
2021-01-13,2,9,66,0
2021-01-13,2,10,55,0
2021-01-13,3,1,61,0
2021-01-13,3,2,23,0
2021-01-13,3,3,107,0
2021-01-13,3,4,82,0
2021-01-13,3,5,35,0
2021-01-13,3,6,117,0
2021-01-13,3,7,97,0
2021-01-13,3,8,103,0
2021-01-13,3,9,99,0
2021-01-13,3,10,102,0
2021-01-13,4,1,41,0
2021-01-13,4,2,13,0
2021-01-13,4,3,45,0
2021-01-13,4,4,41,0
2021-01-13,4,5,17,0
2021-01-13,4,6,41,0
2021-01-13,4,7,50,0
2021-01-13,4,8,49,0
2021-01-13,4,9,45,0
2021-01-13,4,10,51,0
2021-01-13,5,1,74,0
2021-01-13,5,2,29,0
2021-01-13,5,3,103,0
2021-01-13,5,4,90,0
2021-01-13,5,5,37,0
2021-01-13,5,6,121,0
2021-01-13,5,7,127,0
2021-01-13,5,8,121,0
2021-01-13,5,9,86,0
2021-01-13,5,10,130,0
2021-01-14,1,1,49,0
2021-01-14,1,2,20,0
2021-01-14,1,3,76,0
2021-01-14,1,4,62,0
2021-01-14,1,5,27,0
2021-01-14,1,6,74,0
2021-01-14,1,7,69,0
2021-01-14,1,8,78,0
2021-01-14,1,9,56,0
2021-01-14,1,10,90,0
2021-01-14,2,1,31,0
2021-01-14,2,2,18,0
2021-01-14,2,3,54,0
2021-01-14,2,4,40,0
2021-01-14,2,5,20,0
2021-01-14,2,6,59,0
2021-01-14,2,7,62,0
2021-01-14,2,8,48,0
2021-01-14,2,9,60,0
2021-01-14,2,10,49,0
2021-01-14,3,1,79,0
2021-01-14,3,2,28,0
2021-01-14,3,3,82,0
2021-01-14,3,4,93,0
2021-01-14,3,5,33,0
2021-01-14,3,6,101,0
2021-01-14,3,7,116,0
2021-01-14,3,8,99,0
2021-01-14,3,9,99,0
